video_name,stt_name,category_name,title,description
380.mp4,380.txt,Юмор,Полупановы. «Эпизод 4»,"Всех с новым годом! В этом эпизоде семья Полупановых познакомит вас со своей соседкой, с которой будет встречать новый год."
381.mp4,381.txt,Развлечения,Тру ДЕТЕКТОР I #1,"Вы смотрите самое несерьезное шоу с детектором лжи Тру ДЕТЕКТОР! Шоу в котором Кристи Крайм и её молчаливый друг приглашают в гости известных людей, подключают их к полиграфу и задают им неудобные вопросы.  В этом выпуске, в логово Кристи и Мистера Молчуна заглянула Наталья Гончарова со своим парнем и подругами.  Что скрывают звёзды и их ближайшее окружение? Действительно ли они искреннее любят друг друга? И кто окажется самым лживым в компании? Все это узнаете в шоу Тру Детектор!"
382.mp4,382.txt,Блоги,Хашлама | Выпуск 12 I Рина Николь – бьюти-блогерша и 2 кавказца I Муж колумбиец I Без слов,"Самый тяжелый выпуск в наших жизнях. Рина честный, открытый, чистый и спокойный блогер – до нее не докопаешься. Мы с Аветом прям вот устали под нее копать. Смирились и просто обсудили ее личную жизнь. Она, кстати, не ест сладкое, лол. Ждем смешные шутки про диабет в комментариях.  / / Сотрудничество: email"
383.mp4,383.txt,Кулинария,МАКСИМ НАРОДНЫЙ Выпуск №2 «ГОТОВИМ ВКУСНУЮ СОЛЯНКУ С МОСКВИЧОМ»,Продукты:  Сметана Томатная паста Огурцы маринованные Лавровый лист Масло подсолнечное Чёрный перец Соль Говядина на кости Колбаса копчёная Колбаса варёная Морковь Лук Картошка Зелень   Инстаграм: / Телеграм канал: ТикТок: /@mmaximnazarov  В гостях: Егор 
384.mp4,384.txt,Юмор,ШЛЯПА | Выпуск 9,"Подписывайся на все наши каналы на Rutube, находи слово спрятанное в видео и пиши его в комментариях под постом в Instagram. Может быть именно ты выиграешь iPhone 13. Ссылки на наши каналы: Антон Протеинов - / Люди у которых клюёт - / Максим Народный - / Пацанский клининг - / Пойдём отойдём - / ПОЛУПАНОВЫ - / Тот Самый Мент - / Тяпа - / Смехмашина - /  Ссылка на пост в Инстаграм: /  Это очередной выпуск шоу «Шляпа». В этом выпуске вы увидите, какие видосы по мнению Максона, Егора и Антона считаются полнейшей шляпой, а какие достойны репоста! Погнали смотреть вместе!"
385.mp4,385.txt,Красота,Фея-Крёстная | Ольга Бельская. Наряд для авторского тренинга по стилю,Смотри и управляй билайн тв в Тарифе UP и выгодно добавь домашний интернет  Собери свою идеальную косметичку на все случаи жизни вместе с брендом SUGAR. По промокоду «ФЕЯ» тебя ждёт скидка 10% в ЛЭТУАЛЬ:  (промокод действует до 12.05.2023)  Как правильная юбка позволит скорректировать фигуру? Как с помощью мейкапа придать коже отдохнувший вид? И зачем нужно носить с собой металлическую булавку?
386.mp4,386.txt,Развлечения,Шоу «Пацанский Клининг» | Рэп-Баттл на хате подписчика | Выпуск 10,"Преданный подписчик, который ярко отмечал все новогодние праздники,  пригласил к себе Макса, Тяпу, Егора и Олю, чтобы они наконец-таки навели в его квартире настоящий «Пацанский Клининг»."
387.mp4,387.txt,Новости и СМИ,БЮРО ДОБРЫХ ДЕЛ №4 | СЕМЁН МОЛОКАНОВ | КАКИЕ ПАРНИ - ПЛОХИЕ ФОТОГРАФЫ? | ДРУЖБА С АКУЛОЙ,"Добро пожаловать на канал «Бюро Добрых Дел»! Его глава – это я, Лариса Брохман. А миссия нашего Бюро – искать самые добрые и хорошие новости по всему миру, чтобы рассказать их вам. В этом выпуске:  - Как можно подружиться с акулой. - Кто получает звание отца года? - Ксения Егорова в «Добром репортаже» проведет эксперимент, чтобы проверить, правда ли свободные парни фотографируют девушек хуже, чем те, которые находятся в отношениях. - Специальный гость шоу Семён Молоканов расскажет всю правду о вакансии кинокомпании «Пензфильммаш».  Эти и другие добрые новости мы собираем регулярно, чтобы поднять вам настроение сделать ваш день чуточку радостнее и светлее.  Пишите свои добрые истории нам на почту:  email  По вопросам рекламы пишите на email"
388.mp4,388.txt,Развлечения,Фея-Крёстная | №3 | Анна,"В этом выпуске ведущая Ассоль и дизайнер Рабиа Халили создадут для художницы Анны новый образ. Выставка ее картин уже завтра, а платья до сих пор нет. Скорее смотри, что же задумали наши волшебницы!"
389.mp4,389.txt,Блоги,"Поверь мне, подруга I #6 I Бюджетные подарки на новый год","Новый год уже близко, а денег на подарки для родных у тебя практически нет? Не переживай! В этом выпуске Аня Хилькевич расскажет, как  порадовать близких, не тратя при этом кучу денег."
390.mp4,390.txt,Кулинария,ШЕФ | Новогодний выпуск | Пастуший пирог,"В этом выпуске «Шефа» Павел Коклюшкин приготовит традиционный для кухонь многих стран «Пастуший пирог», расскажет про новогодние блюда и даст хороший совет на предстоящие праздники. Порадуйте себя в новогодние праздники вкусными и полезными продуктами от Индилайт /"
391.mp4,391.txt,Развлечения,CARJITSU. 2 серия. Полное-ТВ - Пельмень. Джиу-джитсу в машине.,"Это спортивно-развлекательное шоу про борьбу в автомобиле, которое впервые проводится в России! Противостояние самого популярного в мире мастера по ударам, по пощёчинам Василия Камоцкого против одного самого тяжёлого блоггера в РФ Гриши Полное ТВ. Мощная борьба в автомобиле!"
392.mp4,392.txt,Спорт,Concept Football - Футбол кибер - Выпуск №4,"В новом выпуске“Concept Football” кибер,  ведущий Кирилл Комраков вместе с ребятами из 2Drots попробуют предсказать победителя Лиги Чемпионов путем прохождения челленджей и итоговым финальным матчем за главный приз - 50 тысяч рублей! А два последних места сразятся между собой в фифа и решат, кто исполнит наказание!"
393.mp4,393.txt,Видеоигры,PVP #5 I Флейми VS Дося,"Новогодний выпуск! В гостях у Марпл титулованные кибеспротсмены, чемпионы турниров по CS:GO: Дося и Флейми. Парни обсудили последние новости КС сцены и померялись скиллом в новогодних кастомках."
394.mp4,394.txt,Юмор,Тот самый мент I Выпуск 4I Мент играет в кальмара,"Максим Константинович узнает про сериал "" Игра в кальмара"". Опасаясь за то, что весь район массово начнет пить пиво, он решает устроить спортивные соревнования. Наш Начальник и Ольга ПДН отправляются на улицы района, чтобы найти подходящих спортсменов. Поддержите видео лайком, а канал подпиской!"
395.mp4,395.txt,Спорт,"Вячеслав Василевский оценит! Не юмористический, а реальный баттл: Юнусов и ""Люсёк"" Сорокин","Роман Юнусов попробовал себя в спортивной гимнастике и бадминтоне, но пройдёт ли он ещё более интенсивную тренировку от профессионального бойца ММА? Ведущий позвал проверить свои силы резидента Comedy Club Дмитрия «Люська» Сорокина. Могут ли юмористы держать удар - предстоит узнать звездному тренеру Вячеславу Василевскому и зрителям шоу «Спортивный интерес». По вопросам рекламы пишите на email"
396.mp4,396.txt,Детям,Лесенка знаний: мастерство I 8 серия I Портной,"Макс случайно порвал Лизе платье, а она приглашена в гости. Артур не умеет шить и помочь не может. Он отправляет Лизу и Макса в прошлое, когда зарождалась профессия Портного. Дети побывают в Древней Греции, в средневековой Европе, и во дворце Петра 1. В прошлом Петр 1 научит детей кроить и шить платья, и откроет тайны мастерства портного."
397.mp4,397.txt,Блоги,"Поверь мне, подруга I #1 I Мне кажется я некрасивая","Недовольна своей внешностью? Считаешь себя некрасивой? В этом выпуске Аня Хилькевич докажет тебе, что не бывает красивых и некрасивых людей. Идеалы внешности - только в твоей голове. Куда важнее - красота внутренняя."
398.mp4,398.txt,Разное,Стендап гороскоп: Гарик Оганисян - Львы,"В новом выпуске шоу «Стендап гороскоп» Гарик Оганисян расскажет, почему круто быть Львом, и чем представители знака отличаются от других знаков зодиака."
399.mp4,399.txt,Развлечения,Женский труд | Мебельное лего | Выпуск 3,Две красотки за тридцать тысяч рублей пытаются собрать мебель без инструкции.
400.mp4,400.txt,Блоги,На связующих | Алексей Столяров | Дима Гордей | Пранк над Айзой,"На связующих - это шоу, в котором Кирилл Фокин-Сазонов совместно со звездными гостями любыми способами пытаются найти номер и дозвониться известным артистам шоу-бизнеса. Сегодня в гостях – Алексей Столяров, а звонить мы будем известному блогеру Диме Гордею!"
401.mp4,401.txt,Юмор,Тяпа I #6 I ОТКРЫЛА СОБСТВЕННЫЙ МАССАЖНЫЙ САЛОН,"Тяпа узнал, что Лиза и Андрюша открыли массажный салон на дому! Но они никак не могли представить, что к ним нагрянет начальник. Тяпа, Андрюша и Лиза решили его разыграть! А как?! Смотри в этой серии!"
402.mp4,402.txt,Кулинария,Шеф I Выпуск 4 I Бефстроганов,"В этом выпуске «Шефа» Павел Коклюшкин приготовит бефстроганов из говядины и поделится секретом, благодаря которому мясо получится очень нежным."
403.mp4,403.txt,Развлечения,Аукцион | Выпуск 1 | Соколовский,"Добро пожаловать на АУКЦИОН шоу в котором подписчики делают ставки за вещи своего любимого блогера! Сделать ставку может каждый сидящий в зале, в качестве ставки принимается всё кроме денег, ну а ставки помогает сделать ведущий шоу Игорь Чехов. В этом выпуске, подписчики Влада Соколовского боролись за личные вещи кумира, на что они готовы ради кепки? А что сделают ради уникального личного кольца артиста? Хотите знать, тогда скорее смотрите выпуск.  А если уже посмотрели, то поделитесь выпуском с друзьями кто знает, может быть именно ваш кумир окажется на Аукционе в следующем выпуске."
404.mp4,404.txt,Блоги,Какова Меркурия? | Выпуск 9,"Аннотация: шоу в котором комики соревнуются с опытным астрологом. Чтобы выиграть деньги им нужно угадать знак зодиака гостя, иначе деньги заберёт гость."
405.mp4,405.txt,Лайфстайл,PykoJob | Выпуск 2 | Скандинавский стиль в маленькой комнате,Как с бюджетом в 25 тысяч рублей обустроить скандинавский стиль в  маленькой комнате? Ведущая Алиса и дизайнер Наталья переделывают интерьер заставленной и перегруженной спальни. Оцените получившийся интерьер в новом выпуске Рукоджоб!
406.mp4,406.txt,Развлечения,Тру ДЕТЕКТОР I #8,"Вы смотрите шоу с детектором лжи «Тру детектор»!  Шоу, в котором Кристи Крайм и её молчаливый друг приглашают в гости известных людей и задают им неудобные вопросы под пристальным взором  полиграфа."
407.mp4,407.txt,Кулинария,"Мезза, Пицца с морепродуктами | Kitchen Stories | Выпуск 10","Вкусно и сытно далеко не всегда означает сложно и долго! Новый выпуск шоу Kitchen Stories прямое тому подтверждение! Рецепт пиццы, который принес на нашу кухню Мезза, парни реализовали практически играючи. А на вкус - просто бомба! Попробуйте сами ;-)"
408.mp4,408.txt,Лайфстайл,Абьюз-шоу | Выпуск №3 часть 2I Лиса-Алиса,"В этом выпуске Лисса Гриц продолжит свое долгожданное преображение вместе с Сашей Кабаевой и Сергеем Селезневым и посмотрит на себя по-новому.   Саша Кабаева / и видео в Instagram  Сергей Селезнев / Instagram   00:31 О том, как изменилась героиня  02:00 Знакомство с боксом  05:35 Новый эксперимент  09:46 Знакомство со стилистом Вовой  17:28 Преображение Лиссы  20:25 Совет от Лиссы   Ставь лайк, комментируй, подписывайся,чтобы не пропустить новые выпуски.   #советыпсихолога #абьзивныеотношения #абьюз #рассуждения"""
409.mp4,409.txt,Развлечения,Стендап гороскоп: Гурам Демидов - Близнецы,В новом выпуске шоу «Стендап гороскоп» Гурам Демидов поделиться секретами про Близнецов и расскажет гороскоп для своего знака на 2022 год.
410.mp4,410.txt,Искусство,Артмеханика. Выпуск 7. Современная фотография» + «Диктофон»,"Как молодому фотографу попасть в галерею и кому из современных российских фотографов удалось сделать свою выставку в центре Люмьер? Как сестры Набока покорили известных актеров и создали свой особый стиль в фотографии? Этими секретами мы делимся в новом выпуске Артмеханика, а музыкальную часть программы украсит своим ретро-роковым и вместе с тем панковым звучанием группа «Диктофон»"
411.mp4,411.txt,Блоги,Пробы | Выпуск 6 | Диагноз-Любовь,Новая группа актеров пробуется на роль в медицинской любовной драме от режиссёра Геры Теплого.
412.mp4,412.txt,Юмор,"«Пожалуйста, не рассказывай!» Вадим Галыгин, Виталий Коломиец, Алексей Кривеня!","Шоу с Алексеем Кривеней, где знаменитые друзья расскажут друг про друга истории, за которые им будет стыдно!   Подписывайся на наши социальные сети: -ВК  -Телеграмм  -Инста  -Одноклассники   ХЭШТЭГИ #ШОУ #ГАЛЫГИН #ПНР #КРИВЕНЯ #МАСЛЯКОВ #КВН #БЕЛАРУСЬ #ПЕЛЬШ  Благодарим группу «Дископровокация» за любезно предоставленный трек для музыкальной темы шоу. Telegram - "
413.mp4,413.txt,Разное,Пойдём отойдём I #4I Деревенский парень устроился таксистом. Сколько зарабатывает таксист?,"Сундук устроился работать в такси. Как прошёл его первый рабочий день? Сколько он зарабатывает, и какие клиенты попадаются? Как отреагировал начальник на эту новость, смотрите в этом выпуске."
414.mp4,414.txt,Развлечения,Шоу «Пацанский Клининг» | Переполох в хате из советского фильма | Выпуск 7,"А вы пробовали дать вторую жизнь квартире 70ых годов. Именно такую цель поставили себе Макс, Егор, Андрей и Оля в новом выпуске шоу «Пацанский Клининг». Только вот получится у них достичь цели ну очень большой вопрос!"
415.mp4,415.txt,Юмор,ШЛЯПА | Выпуск 6,"Если вы расстроены по поводу того, что не ходили на концерт Бурановских бабушек, тогда не отчаиваетесь, в этом выпуске вы получите такие же эмоции! По мнению наших гостей, а именно Семена, Макса и Андрея, мы узнаем какой видеорилик был самым смешным, а какой можно было увидеть на передаче «Сам себе режиссёр»!"
416.mp4,416.txt,Спорт,"Роман Юнусов и ЗОЯ из «Ленинград» выясняют, чья палка бьёт сильнее","В новом выпуске шоу «Спортивный Интерес», Рома Юнусов сразится с Зоей в старинной русской игре - «Городки». Чтобы узнать, кто лучше выбивает, а кому достанется необычное наказание, смотрите выпуск до конца."
417.mp4,417.txt,Блоги,"Поверь мне, подруга I #2 I Кажется, учитель меня не любит","Думаешь, учитель тебя не любит? Кажется, что он придирается на ровном месте. В этом выпуске Аня Хилькевич поможет разобраться в чем причина такого поведения преподавателя и объяснит, как вести себя в этой ситуации."
418.mp4,418.txt,Юмор,Смехмашина | Выпуск 3,"Сундук, Назар и Егор спорят на деньги, у кого из них самые смешные анекдоты. Решить этот нелёгкий спор придётся самому обычному таксисту. Тот, кто расскажет таксисту самые смешные анекдоты - будет в плюсе, а вот проигравшим придётся заплатить за десятиминутную поездку на такси по 5000 рублей!"
419.mp4,419.txt,Развлечения,Правильная цена I #11,"С вами Костя Павлов и это шоу Правильная цена! Шоу, в котором участники зарабатывают баллы, угадывая правильные цены товаров и услуг. Сегодня мы узнаем, как в ценах ориентируются  Алексей Кузнецов / Руслан Аллахяров / Шохина Екатерина  За просмотр шоу вы также можете заплатить свою цену - поставить лайк, подписаться на канал и оставить комментарий."
420.mp4,420.txt,Развлечения,Тяпа I #4 I СТРИТРЕЙСЕРЫ,В этой серии Тяпа и Андрюха решили стать стритрейсерами. Лиза узнала о их плане. Что было дальше смотри в этой серии.
421.mp4,421.txt,Развлечения,Фея-Крёстная | №4 | Настя,"В этом выпуске Ассоль приводит в ателье к Рабиа Халилли Настю. Настя всю жизнь мечтала петь на большой сцене и, наконец, в жизни девушки произошло долгожданное событие – ее пригласили выступить со своим треком на премии «Insta Kids», где будут звезды, пресса, блогеры. Ей необходимо произвести потрясающее впечатление на будущую аудиторию. Есть проблема: вся публика на мероприятии будет одета в премиальные бренды, наряды высокой моды. Откуда у 20-летней начинающей исполнительницы такой бюджет? Она не видит иного выхода, кроме того, чтобы обратиться в проект «Фея Крестная». Мероприятие уже завтра, кто если не дизайнер от кутюр сделает ее звездой всего за одну ночь?"
422.mp4,422.txt,Юмор,"«Пожалуйста, не рассказывай!» Роман Попов, Зоя Бербер, Алексей Кривеня!","Шоу с Алексеем Кривеней, где знаменитые друзья расскажут друг про друга истории, за которые им будет стыдно!   Подписывайся на наши социальные сети: -ВК  -Телеграмм  -Инста  -Одноклассники   ХЭШТЭГИ #ШОУ #МУХИЧ #ПНР #КРИВЕНЯ #ПОЛИЦЕЙСКИЙСРУБЛЕВКИ #КВН #КИНО #РЕАЛЬНЫЕПАЦАНЫ  Благодарим группу «Дископровокация» за любезно предоставленный трек для музыкальной темы шоу. Telegram - "
423.mp4,423.txt,Развлечения,"Выпуск 4 | Шура о том, кто такой настоящий мужчина в 2021 году? | О чем молчат мужчины?","Добро пожаловать на шоу «О чем молчат мужчины». Здесь парни говорят о том, о чем им не принято говорить.  В этом выпуске вместе со Шурой мы говорили о том Кто же такой современный настоящий мужчина? Пишите в комментариях удалось ли нам раскрыть тему и предлагайте свои темы для обсуждения.  Делимся историями и личным опытом.  Гость выпуска: Шура -   Андрей -  Оксана -  Денис -  Иван - /  Илья -   Самые откровенные темы, самые актуальные вопросы. На этом канале только чистая, мужская правда."
424.mp4,424.txt,Лайфстайл,Мама 21 века| Выпуск 8| Брачный договор и соглашение о разделе имущества,Договориться о разделе совместно нажитого имущества супруги могут обоюдно. Для этого им необходимо заключить брачный договор или соглашение о разделе имущества. Как оформить эти документы и в чем их разница? Об этом в сегодняшнем выпуске “Мама 21 века” расскажет Марина Дворникова.
425.mp4,425.txt,Лайфстайл,PykoJob | Выпуск 1 | Как из бабушкиной квартиры сделать стильный интерьер,"Как с бюджетом в 25 тысяч рублей из бабушкиной квартиры сделать стильный интерьер? Ведущая Алиса и дизайнер Наталья обустраивают интерьер гостиной, вдохновившись 60-70ми годами. Рассмотрите все детали и вдохновитесь идеями дизайнера в новом выпуске Рукоджоб!"
426.mp4,426.txt,Бизнес и предпринимательство,Сколько Стоит Бизнес? Выпуск 1. Юрий Левитас бесплатно раздаёт еду!,"В этом выпуске вы узнаете, как открыть точку с вкуснейшим фаст-фудом и раздавать его бесплатно всем желающим. Один из самых успешных рестораторов России, основатель нашумевшего Black Star Burger, бизнесмен Юрий Левитас запустил интереснейшую сеть точек быстрого питания. На чем такой бизнес планирует зарабатывать? Что такое живой логотип компании? Смотри и делись своим впечатлением в комментариях под видео!"
427.mp4,427.txt,Юмор,"«Пожалуйста, не рассказывай!» Омар Алибутаев, Махмуд Гусейнов, Алексей Кривеня!","Шоу с Алексеем Кривеней, где знаменитые друзья расскажут друг про друга истории, за которые им будет стыдно!   Подписывайся на наши социальные сети: -ВК  -Телеграмм  -Инста  -Одноклассники   ХЭШТЭГИ #ШОУ #КВН #ПНР #КРИВЕНЯ #ОМАРВБОЛЬШОМГОРОДЕ #ТНТ #КАМЕДИКЛАБ #ДУЭТДА  Благодарим группу «Дископровокация» за любезно предоставленный трек для музыкальной темы шоу. Telegram - "
428.mp4,428.txt,Блоги,Какова Меркурия? | Выпуск 1,"Действительно ли овны самые конфликтные? А близнецы двуличные? Или может это правда что львы дикие эгоисты? Слушайте, а может все это чушь и все зависит только от человека? В нашем шоу мы выслушаем мнение опытных астрологов и не менее опытных комиков. Что из этого выйдет? Смотрите в шоу «Какова Меркурия»."
429.mp4,429.txt,Блоги,Какова Меркурия? | Выпуск 5,"Действительно ли овны самые конфликтные? А близнецы двуличные? Сегодня это выяснят комики Дима Орлов, Лолита Аушева и астролог Инесса Крыжановская Что эффективнее: прислушиваться к звёздам или ориентироваться на юмор и интуицию ? Узнаем в сегодняшнем выпуске шоу «Какова Меркурия» с Женей Искандаровой."
430.mp4,430.txt,Путешествия,Один выходной | Выпуск 8 | В какие галереи современного искусства пойти в Москве?,"У всех много классных селфи, а у вас еще нет. Вы ищите вдохновения и спокойствия, но не знаете где их найти. Сегодня Ташэ расскажет вам о арт пространствах в которых можно заполучить классные фотки. А заодно узнает можно ли провести там свой выходной, как всегда, за деньги и бесплатно.  В этом выпуске Ташэ расскажет про музей Арт4 и модную галерею Hide. И еще про массу мест, в которых вы можете окунуться в мир искусства и сделать потрясающие фото. Так же вы узнаете можно ли провести в галереях свой выходной. Или все-таки несколько часов будет достаточно."
431.mp4,431.txt,Сериалы,"Тизер новых серий «Салют, Начальник»","Смотри новые серии «Салют, Начальник» 23 сентября на RUTUBE."
432.mp4,432.txt,Видеоигры,PVP #2 I Вика Картер VS Зануда,"В этом выпуске: обсуждаем стримерш из бассейна, разбираемся в ведьмачьих эликсирах и доим коров без смс и регистрации!"
433.mp4,433.txt,Юмор,Полупановы. «Эпизод 10»,Шоу «Максим Народный» - /  В этом эпизоде Игорь Юрьевич пытается собрать встречу одноклассников. Оператор Валера пришел понаблюдать за ними.
434.mp4,434.txt,Путешествия,Один выходной | Выпуск 12 | 23 февраля,"В этом выпуске Ташэ расскажет, какие мероприятия подготовила Москва на 23 февраля. Куда можно сводить своего мужчину в праздничный день и какие классные места можно посетить - за деньги или бесплатно."
435.mp4,435.txt,Интервью,Выпуск 3 | Стас Старовойтов о фетишах и сексуальных фантазиях  | О чем молчат мужчины?,"Добро пожаловать на шоу «О чем молчат мужчины». Здесь парни говорят о том, о чем им не принято говорить.  В этом выпуске вместе со Стасом Старовойтовым мы говорили про Фетиши у парней и Сексуальные Фантазии парней. О чем мечтают парни? Как говорить с партнером о своих фетишах? Делимся Личными истории и личным опытом.  Гость выпуска: Стас Старовойтов -   Андрей -  Оксана -  Денис -  Иван - /  Илья -   Самые откровенные темы, самые актуальные вопросы. На этом канале только чистая, мужская правда."
436.mp4,436.txt,Красота,Фея-Крёстная |  Арина Дьяконова.  Наряд для ведущей спортивного чемпионата,"Что получится, если совместить в одном образе платье и брюки? Как создать точёное лицо всего одним бьюти-средством? И как научиться “летать” на каблуках. По вопросам рекламы пишите на email"
437.mp4,437.txt,Искусство,Артмеханика. Выпуск 6. Скульптура + Даша и Сережа,"Какая скульптура снова входит и моду и за чем охотятся коллекционеры? Можно ли стать известным скульптором, не имея госзаказов и большой мастерской? Как платформы современного искусства помогают молодым скульпторам найти свой путь к славе. Об этом и еще о том, как Иван Серый лепит с закрытыми глазами русалку прямо в студии расскажет Артмеханика. Пропустишь – значит пропустишь еще и редкое выступление романтичных Даша и Сережа."
438.mp4,438.txt,Блоги,"Поверь мне, подруга I #4 I Я недовольна своим ростом","Тебя не устраивает твой рост? Считаешь себя слишком высокой или, наоборот, слишком низкой?  В этом выпуске Аня Хилькевич поможет тебе избавиться от комплексов, связанных с ростом."
439.mp4,439.txt,Развлечения,"Злые языки | Выпуск 6, Сезон 1 | Конфликт Татарки и Гана","Гость выпуска - Татарка ФМ. Ей предстоит пояснить ведущим за сплетни и новости о её пластических операциях, о причинах развода с мужем, о её новом парне, который в 2 раза младше неё, о распаде дуэта с Андреем Борисовым и других каверзных вопросах"
440.mp4,440.txt,Новости и СМИ,МультНайтШоу.  Выпуск 2. В гостях Илон Маск. Дом за миллиард,"МультНайтШоу - юмористическое нарисованное вечернее шоу, где обсуждаются актуальные новости страны и мира, в гости приходят герои настоящего, прошлого и даже будущего.Во втором выпуске мы обсудим актуальные новости недели, посмотрим возвращение телепузиков, пригласим в нашу студию Илона Маска, увидим новый клип про продажу дома известной певицы и многое другое. По вопросам рекламы пишите на email"
441.mp4,441.txt,Развлечения,"Злые Языки |Выпуск 1, Сезон 2| Анастасия Волочкова","Голая правда Волочковой. Почему мы не видели Настю такой раньше. Роман с Джимом Керри и турецким миллионером. Подлость соседей, проблемы с законом и спасенная жизнь домработницы. По вопросам рекламы пишите на email"
442.mp4,442.txt,Путешествия,Один выходной | Выпуск 2 | Искусство!,"Ты решил приобщиться к искусству и совсем не знаешь с чего начать. Ташэ расскажет как можно вдохновиться и порадовать глаз за деньги и бесплатно... Мы отправимся в арт кластер Гамма, полюбоваться на современное искусство, и попробовать нарисовать что-то самому."
443.mp4,443.txt,Развлечения,Женский труд | Горячий пикник | Выпуск 5,Две красотки за тридцать тысяч рублей пытаются собрать мангал и приготовить вкусный шашлык.
444.mp4,444.txt,Кулинария,МАКСИМ НАРОДНЫЙ Выпуск №11 РУБЛЕНЫЕ КУРИНЫЕ КОТЛЕТЫ С СЫРОМ,Предлагаю подписчикам приготовить рубленые куриные котлеты с сыром.
445.mp4,445.txt,Новости и СМИ,БЮРО ДОБРЫХ ДЕЛ №6 | ВЫШИВАНИЕ СПАСЛО ЖИЗНЬ БАБУШКЕ | ПОНИ СТАЛ МЭРОМ | СОЗДАТЕЛИ BABUSHKA WEA,"Добро пожаловать на канал «Бюро Добрых Дел»! Его глава – это я, Лариса Брохман. А миссия нашего Бюро – искать самые добрые и хорошие новости по всему миру, чтобы рассказать их вам. В этом выпуске:  - Может ли обычный пони стать мэром города?  - Как вышивание спасло жизнь бабушке с деменцией? - Ксения Егорова в рамках рубрики «Добрый репортаж» показала, как правильно фотографироваться в осенней листве! - Специальные гости по видеосвязи рассказали о своем бренде «Бабушка вэар» и о том, как обычные русские бабушки зарабатывают на пенсии.  Эти и другие добрые новости мы собираем регулярно, чтобы поднять вам настроение, сделать ваш день чуточку радостнее и светлее.  Пишите свои добрые истории нам на почту: email  По вопросам рекламы пишите на email"
446.mp4,446.txt,Музыка,МУЗLOFT | Новогодний выпуск со зрителями | В гостях Лера и Кирилл Астаповы,"Интерактивный, импровизационный концерт со зрителями. К ведущему Стасу Ярушину и его музыкантам в гости заглянули участники проекта «Голос» Лера и Кирилл Астаповы. Гости и ведущий программы поделились новогодними, рождественскими и просто жизненными историями, ответили на вопросы зрителей, исполнили кавер-версии песен по их заявкам, а также песни собственного сочинения."
447.mp4,447.txt,Лайфстайл,PykoJob | Выпуск 11| Крошечная спальня,"На этот раз ведущая Алиса и дизайнер Наташа сталкиваются с непростой задачей преобразить крошечную минималистичную спальню. Какие современные дизайнерские элементы смогут изменить внешний вид пространства, задумка которого не предполагала ничего яркого и современного? В новом выпуске девчонки покажут, как это сделать за минималистичный бюджет."
448.mp4,448.txt,Лайфстайл,PykoJob | Выпуск 9 | Уютная кухня,"В новом выпуске Алиса и Наташа берутся за очень сложную задачу: преобразить кухню, которой пользуются сразу несколько соседей. Как сделать так, чтобы туда вновь можно было приглашать гостей?) У Алисы и Наташи есть несколько интересных решений."
